Well,Time,Region,Min,Max,Mean,Median,Mode,StDev,drug_conc
B1,20,63,23,69,24.46185577196211,24,23,2.782911975475111,300 nM Bran.
B1,20,68,23,69,24.6604119687472,24,23,3.3393935645468145,300 nM Bran.
B1,20,16,23,69,24.7689497716895,24,23,3.590541955876445,300 nM Bran.
B1,20,27,23,69,24.38667882397199,24,23,2.5148253605651845,300 nM Bran.
B1,20,69,23,69,24.440459362325267,24,23,2.668170246190462,300 nM Bran.
B1,20,30,23,69,24.516994981649315,24,23,2.657165188661969,300 nM Bran.
B1,20,50,23,69,24.6215612915396,24,23,3.141871481761448,300 nM Bran.
B1,20,13,23,69,24.563214816612565,24,23,2.880414570780159,300 nM Bran.
B1,20,22,23,69,24.419590737888456,24,23,2.4268266682235495,300 nM Bran.
B1,20,24,23,69,24.396964061089204,24,23,2.554225987165514,300 nM Bran.
B1,20,25,23,69,24.53338521905503,24,23,2.869602211750212,300 nM Bran.
B1,20,12,23,69,24.568024581733624,24,23,3.0257060003283462,300 nM Bran.
B1,20,71,23,69,24.552338955698215,24,23,2.8923725010262498,300 nM Bran.
B1,20,7,23,69,24.49845628724656,24,23,2.8269581216234023,300 nM Bran.
B1,20,81,23,69,23.965160479361437,23,23,2.0027522102631257,300 nM Bran.
B1,20,35,23,69,24.57364634035735,24,23,2.9937648596768773,300 nM Bran.
B1,20,77,23,69,24.56803370509451,24,23,3.1798045442345715,300 nM Bran.
B1,20,2,23,69,24.19588181532641,23,23,2.3246852664639106,300 nM Bran.
B1,20,72,23,69,24.3855673372312,24,23,2.680018703371416,300 nM Bran.
B1,20,57,23,69,24.436090568793936,24,23,2.595951006823212,300 nM Bran.
B1,20,74,23,69,24.392783098259287,24,23,2.334890456562305,300 nM Bran.
B1,20,31,23,69,24.5381687036666,24,23,3.1543700333645135,300 nM Bran.
B1,20,51,23,69,24.713284956539837,24,23,3.519864583719836,300 nM Bran.
B1,20,64,23,69,24.340373302937166,24,23,2.5106016312971993,300 nM Bran.
B1,20,37,23,69,24.459158806158435,24,23,2.843889612096147,300 nM Bran.
B1,20,19,23,69,24.474403268098897,24,23,2.7788048070405837,300 nM Bran.
B1,20,43,23,69,24.51812736196704,24,23,2.747223347768685,300 nM Bran.
B1,20,38,23,69,24.52715961289747,24,23,2.9303576458442553,300 nM Bran.
B1,20,23,23,69,24.590484509934637,24,23,3.0193753810699326,300 nM Bran.
B1,20,28,23,69,24.622902004867168,24,23,3.1371113415991636,300 nM Bran.
B1,20,56,23,69,24.554218935396968,24,23,2.886471050990316,300 nM Bran.
B1,20,61,23,69,24.593915377732326,24,23,3.120835807417436,300 nM Bran.
B1,20,54,23,69,24.44990459354042,24,23,2.6911911251056067,300 nM Bran.
B1,20,4,23,69,24.304219276695424,24,23,2.1374972243693056,300 nM Bran.
B1,20,41,23,69,28.071627597068264,24,23,8.39935165955083,300 nM Bran.
B1,20,76,23,69,24.668905310287233,24,23,3.131519861686227,300 nM Bran.
B1,20,40,23,69,24.858220860449215,24,23,3.62320519388233,300 nM Bran.
B1,20,55,23,69,24.40242654651272,24,23,2.6004340645578203,300 nM Bran.
B1,20,60,23,69,24.364099511794173,24,23,2.3945743375110755,300 nM Bran.
B1,20,79,23,69,24.496179633060184,24,23,2.8540150006124594,300 nM Bran.
B1,20,20,23,69,24.474178956272297,24,23,2.7167647304758575,300 nM Bran.
B1,20,5,23,69,24.43076380136123,24,23,2.638846788561598,300 nM Bran.
B1,20,65,23,69,24.41301207744128,24,23,2.490700921250108,300 nM Bran.
B1,20,67,23,69,24.524680724680724,24,23,2.9258380633532584,300 nM Bran.
B1,20,70,23,69,24.500204883045928,24,23,2.936044994667491,300 nM Bran.
B1,20,53,23,69,24.61654652063928,24,23,3.0784897091832573,300 nM Bran.
B1,20,29,23,69,24.630596962893762,24,23,3.126728365667617,300 nM Bran.
B1,20,34,23,69,24.38900220349118,24,23,2.623518987455904,300 nM Bran.
B1,20,66,23,69,24.525747414691875,24,23,2.3835393091352257,300 nM Bran.
B1,20,36,23,69,24.593300573577174,24,23,2.9895202884183796,300 nM Bran.
B1,20,42,23,69,24.95730587666803,24,23,4.272138525920454,300 nM Bran.
B1,20,75,23,69,24.49058021937731,24,23,2.8432059428854717,300 nM Bran.
B1,20,73,23,69,24.232566170057492,24,23,2.102758513646368,300 nM Bran.
