image_number,total_cell_count,positive_cell_count,negative_cell_count,p_enriched_positive,p_enriched_negative,enriched_score_positive,training_total_cell_count,training_positive_cell_count,training_negative_cell_count,Image_Metadata_image,Image_Metadata_scene,Image_Metadata_slide,days_conf,edu_status
53,281,72,209,0.928638036325476,0.07136196367438814,1.114379676015858,0,0,0,053,s1,slide1,0,pos
54,303,50,253,0.8154256105252421,0.1845743894749302,0.645212906897513,0,0,0,054,s1,slide1,0,pos
55,267,64,203,0.9142640541694896,0.08573594583079953,1.0279087017752364,0,0,0,055,s1,slide1,0,pos
56,305,60,245,0.866474286668483,0.1335257133312145,0.812190772428674,0,0,0,056,s1,slide1,0,pos
57,343,68,275,0.8694000756601931,0.1305999243398874,0.8232767483094485,0,0,0,057,s1,slide1,0,pos
58,307,83,224,0.9394488159732308,0.0605511840265399,1.1907504835774176,0,0,0,058,s1,slide1,0,pos
59,313,64,249,0.8769864726511797,0.12301352734938804,0.853040022663048,1,0,1,059,s1,slide1,0,pos
60,395,43,352,0.6800703835081453,0.3199296165164396,0.3274994166898494,0,0,0,060,s1,slide1,0,pos
61,413,104,309,0.9272621123287358,0.07273788767103496,1.1054418301263005,0,0,0,061,s1,slide1,0,pos
62,352,64,288,0.8454047425903592,0.1545952574095562,0.7378685130914039,0,0,0,062,s1,slide1,0,pos
64,369,64,305,0.8318804609822222,0.16811953901801985,0.6944427333043975,0,0,0,064,s1,slide1,0,pos
65,295,48,247,0.810886280152726,0.18911371984735004,0.6322369151628456,0,0,0,065,s1,slide1,0,pos
66,234,70,164,0.954840880094,0.04515911990569516,1.3251855349194248,1,1,0,066,s1,slide1,0,pos
67,254,84,170,0.9690708762606584,0.03092912373950555,1.495987925728229,0,0,0,067,s1,slide1,0,pos
68,242,56,186,0.9055350931784776,0.09446490682141696,0.981634785132074,0,0,0,068,s1,slide1,0,pos
69,214,49,165,0.9019632851510364,0.09803671484879048,0.9638001098577702,0,0,0,069,s1,slide1,0,pos
70,245,72,173,0.9523534259485084,0.04764657405116499,1.3007664695752186,0,0,0,070,s1,slide1,0,pos
71,262,62,200,0.9112673198027972,0.08873268019716549,1.0115621960153922,0,0,0,071,s1,slide1,0,pos
72,280,76,204,0.9396318464798812,0.06036815352031654,1.1921498353869369,0,0,0,072,s1,slide1,0,pos
73,202,33,169,0.8084835725748702,0.1915164274254222,0.625465168238031,0,0,0,073,s1,slide1,0,pos
74,225,51,174,0.9000461313258707,0.09995386867373646,0.9544651615415698,0,0,0,074,s1,slide1,0,pos
75,243,77,166,0.963366668539966,0.03663333146020582,1.4199152006165814,0,0,0,075,s1,slide1,0,pos
76,271,76,195,0.9452256301227226,0.05477436987729193,1.236958099015708,0,0,0,076,s1,slide1,0,pos
77,307,71,236,0.9071950806445468,0.09280491935529542,0.9901296888625984,0,0,0,077,s1,slide1,0,pos
78,303,64,239,0.8851413885688315,0.11485861143143757,0.8868490868898871,0,0,0,078,s1,slide1,0,pos
79,306,66,240,0.8904750014704701,0.1095249985296432,0.9101084758923348,0,0,0,079,s1,slide1,0,pos
80,256,68,188,0.93503128961152715,0.06496871038837035,1.158121897996648,1,1,0,080,s1,slide1,0,pos
81,294,63,231,0.8885576601209708,0.11144233987881463,0.9016353931161974,0,0,0,081,s1,slide1,0,pos
83,246,30,216,0.7155488192738189,0.2844511807404212,0.4006315286105588,0,0,0,083,s1,slide1,0,pos
84,184,47,137,0.92455282307831,0.07544717692149427,1.088288735024767,0,0,0,084,s1,slide1,0,pos
85,174,43,131,0.9170159245799344,0.08298407541985701,1.0433821179464282,0,0,0,085,s1,slide1,0,pos
86,227,64,163,0.9449831997352918,0.05501680026469047,1.2349287589770657,0,0,0,086,s1,slide1,0,pos
87,293,61,232,0.8811901345070433,0.11880986549313324,0.870217122090604,0,0,0,087,s1,slide1,0,pos
88,269,50,219,0.849679312666014,0.15032068733381138,0.7522362916287479,0,0,0,088,s1,slide1,0,pos
89,245,54,191,0.8940659037474248,0.10593409625219742,0.9263337669887758,0,0,0,089,s1,slide1,0,pos
90,240,52,188,0.8896615423394723,0.11033845766021014,0.9064979086153568,0,0,0,090,s1,slide1,0,pos
91,186,64,122,0.9720803606337292,0.02791963936601988,1.541792364705188,0,0,0,091,s1,slide1,0,pos
92,147,43,104,0.9474633392755232,0.05253666072439381,1.2560999493729663,0,0,0,092,s1,slide1,0,pos
93,222,71,151,0.9641043197834518,0.03589568021662701,1.4290818412254958,0,0,0,093,s1,slide1,0,pos
94,302,84,218,0.9444216957727672,0.05557830422764226,1.2302606636682842,0,0,0,094,s1,slide1,0,pos
95,285,81,204,0.9477856209309442,0.05221437906908775,1.258919997872901,0,0,0,095,s1,slide1,0,pos
96,178,52,126,0.9490594554086196,0.05094054459135339,1.2702298368044214,1,1,0,096,s1,slide1,0,pos
97,136,32,104,0.90291135453894,0.09708864546098762,0.968476672476522,0,0,0,097,s1,slide1,0,pos
98,230,41,189,0.8361323173673971,0.16386768263262522,0.7077816975897344,0,0,0,098,s1,slide1,0,pos
99,319,62,257,0.8635029658116765,0.1364970341882677,0.8011406184304475,0,0,0,099,s1,slide1,0,pos
101,341,64,277,0.8542495546099148,0.14575044539015805,0.7679748704700035,20,6,14,101,s1,slide1,0,pos
102,383,74,309,0.8630868256234122,0.1369131743766841,0.7996092476449949,0,0,0,102,s1,slide1,0,pos
103,380,87,293,0.90616251224998,0.09383748774988096,0.9848297193649976,1,1,0,103,s1,slide1,0,pos
104,290,87,203,0.9564758677151352,0.04352413228485928,1.3419438954697855,0,0,0,104,s1,slide1,0,pos
105,367,64,303,0.833461295632729,0.16653870436765203,0.6993702551929262,0,0,0,105,s1,slide1,0,pos
106,349,90,259,0.9311857248794836,0.06881427512017067,1.1313577701604824,0,0,0,106,s1,slide1,0,pos
107,378,59,319,0.7996695871767896,0.20033041282339373,0.6011636933760751,0,0,0,107,s1,slide1,0,pos
108,378,54,324,0.7712332335726002,0.22876676642816005,0.5277928021265743,0,0,0,108,s1,slide1,0,pos
109,365,71,294,0.8646429354639246,0.13535706453633534,0.8053558701067632,0,0,0,109,s1,slide1,0,pos
110,360,74,286,0.8793038236542895,0.12069617634570878,0.8624454498243866,0,0,0,110,s1,slide1,0,pos
111,280,75,205,0.9371907917532954,0.06280920824668286,1.173804693983971,0,0,0,111,s1,slide1,0,pos
112,166,48,118,0.9467269283494536,0.05327307165065576,1.249716991887062,0,0,0,112,s1,slide1,0,pos
113,199,54,145,0.9371002812639816,0.06289971873607865,1.17313736478217,0,0,0,113,s1,slide1,0,pos
114,302,81,221,0.9378890059572952,0.062110994042821,1.178982965161097,0,0,0,114,s1,slide1,0,pos
115,300,68,232,0.9023615538465616,0.09763844615334984,0.9657597241050194,0,0,0,115,s1,slide1,0,pos
116,213,49,164,0.9030156853279254,0.0969843146720164,0.9689937927940092,0,0,0,116,s1,slide1,0,pos
117,181,37,144,0.871742483512937,0.12825751648705863,0.8323053852095745,0,0,0,117,s1,slide1,0,pos
118,206,51,155,0.9191066729900949,0.08089332700993664,1.0554532216198025,0,0,0,118,s1,slide1,0,pos
119,200,30,170,0.7815838669026705,0.21841613309868704,0.5536908723336711,0,0,0,119,s1,slide1,0,pos
120,199,34,165,0.821955701717094,0.17804429828304247,0.6643203420865129,0,0,0,120,s1,slide1,0,pos
121,268,57,211,0.8859506844838385,0.11404931551644164,0.8903168648748514,0,0,0,121,s1,slide1,0,pos
122,315,65,250,0.8794180898645336,0.12058191013588591,0.8629132356953848,0,0,0,122,s1,slide1,0,pos
123,220,56,164,0.9254826788148718,0.07451732118472594,1.094111060878326,0,0,0,123,s1,slide1,0,pos
124,209,78,131,0.9808537586631726,0.01914624133655738,1.709520731793504,0,0,0,124,s1,slide1,0,pos
125,207,73,134,0.9753431163041314,0.02465688369586459,1.5972192365425386,0,0,0,125,s1,slide1,0,pos
126,258,50,208,0.8610124336044571,0.13898756639540727,0.7920334723013255,0,0,0,126,s1,slide1,0,pos
127,365,69,296,0.8567258974133265,0.143274102586936,0.7766741982200502,0,0,0,127,s1,slide1,0,pos
128,356,57,299,0.807265783666869,0.19273421633292884,0.6220577227886623,0,0,0,128,s1,slide1,0,pos
129,370,83,287,0.901233282445139,0.098766717554473707,0.9602266012702744,0,0,0,129,s1,slide1,0,pos
130,365,85,280,0.909836712806782,0.09016328719351864,1.0039337201255665,0,0,0,130,s1,slide1,0,pos
131,429,78,351,0.8466089001007494,0.15339109990028202,0.7418826681570516,0,0,0,131,s1,slide1,0,pos
132,410,79,331,0.8627310312786611,0.1372689687215077,0.7983030483961991,0,0,0,132,s1,slide1,0,pos
133,476,99,377,0.8838600122597094,0.11613998774129118,0.8814017100677238,0,0,0,133,s1,slide1,0,pos
134,405,79,326,0.8660272932183762,0.1339727067815356,0.8105152472721472,1,0,1,134,s1,slide1,0,pos
135,392,84,308,0.8904164992588404,0.10958350074181213,0.9098480285615692,0,0,0,135,s1,slide1,0,pos
136,342,73,269,0.8886210599668131,0.11137894003383383,0.9019135211374736,0,0,0,136,s1,slide1,0,pos
137,368,81,287,0.8966510148550944,0.10334898514488282,0.938317228020044,1,0,1,137,s1,slide1,0,pos
138,364,87,277,0.9156175736380856,0.0843824263626005,1.0354621105051884,0,0,0,138,s1,slide1,0,pos
139,332,60,272,0.8432538741922115,0.15674612580794037,0.7307615297001961,0,0,0,139,s1,slide1,0,pos
140,228,56,172,0.9183080719532614,0.08169192804634715,1.050809255640622,0,0,0,140,s1,slide1,0,pos
141,240,73,167,0.9575042618147578,0.04249573818480658,1.352795337986028,0,0,0,141,s1,slide1,0,pos
142,308,74,234,0.9157641290895604,0.08423587091054105,1.0362865576346785,0,0,0,142,s1,slide1,0,pos
143,428,95,333,0.8994895899991143,0.10051041000055004,0.9517850969596704,1,1,0,143,s1,slide1,0,pos
144,327,65,262,0.869788176909164,0.13021182309080367,0.8247630804889671,0,0,0,144,s1,slide1,0,pos
145,237,40,197,0.8201326053036024,0.1798673946964674,0.6589316339796589,0,0,0,145,s1,slide1,0,pos
146,232,39,193,0.8187092220234228,0.1812907779768721,0.654753969685728,0,0,0,146,s1,slide1,0,pos
147,334,58,276,0.8315687054458003,0.16843129455450576,0.6934753504689868,0,0,0,147,s1,slide1,0,pos
148,366,90,276,0.9217548389530986,0.07824516104655187,1.0711579374411646,0,0,0,148,s1,slide1,0,pos
149,401,74,327,0.8504847755177131,0.14951522448180649,0.7549811265136229,0,0,0,149,s1,slide1,0,pos
150,354,51,303,0.7735677735906243,0.22643222640965177,0.5335601321732983,0,0,0,150,s1,slide1,0,pos
151,229,35,194,0.78899704459454445,0.21100295540598749,0.5727868381723841,0,0,0,151,s1,slide1,0,pos
152,233,32,201,0.75459883757173285,0.24540116243134336,0.4878395162695545,0,0,0,152,s1,slide1,0,pos
153,230,63,167,0.93997070047479,0.0600292995249963,1.1947510409021396,0,0,0,153,s1,slide1,0,pos
154,375,79,296,0.8858724804538864,0.11412751954659273,0.8899808321885512,0,0,0,154,s1,slide1,0,pos
155,437,72,365,0.8173556389760613,0.18264436102396628,0.6508047948750949,0,0,0,155,s1,slide1,0,pos
156,375,59,316,0.8021269928820174,0.19787300711883005,0.6078565774171485,1,0,1,156,s1,slide1,0,pos
157,381,84,297,0.8972500919770651,0.10274990802321768,0.9411320697372608,0,0,0,157,s1,slide1,0,pos
158,422,87,335,0.8809859566144873,0.11901404338600512,0.86937077540785,0,0,0,158,s1,slide1,0,pos
159,416,57,359,0.7580760091101677,0.24192399089119043,0.49603381450368256,0,0,0,159,s1,slide1,0,pos
160,415,73,342,0.8367736025462522,0.1632263974536282,0.7098175756969105,1,1,0,160,s1,slide1,0,pos
161,457,102,355,0.9011274979462816,0.09887250205483288,0.9597107179169804,0,0,0,161,s1,slide1,0,pos
162,283,53,230,0.8522431609995134,0.14775683900054087,0.7610159332699211,0,0,0,162,s1,slide1,0,pos
163,344,65,279,0.8562062452833161,0.14379375471661282,0.7748383672331277,0,0,0,163,s1,slide1,0,pos
164,400,84,316,0.8854359862785569,0.11456401372176156,0.8881089481603542,0,0,0,164,s1,slide1,0,pos
165,398,82,316,0.8804996381579135,0.11950036184239704,0.8673599615180062,0,0,0,165,s1,slide1,0,pos
166,407,66,341,0.8120539355501354,0.18794606444998807,0.6355516393531091,0,0,0,166,s1,slide1,0,pos
333,1108,79,1029,0.5395038178328273,0.4604961821655737,0.06876848839688404,0,0,0,001,s1,slide2,2,pos
334,978,74,904,0.5589400869957243,0.4410599130035524,0.1028676707156404,0,0,0,002,s1,slide2,2,pos
335,661,107,554,0.8137773056462188,0.186222694354443,0.640472968298669,1,1,0,003,s1,slide2,2,pos
336,847,82,765,0.6422213079014866,0.3577786921425424,0.25407023856471933,0,0,0,004,s1,slide2,2,pos
337,779,92,687,0.7104511552813433,0.28954884472241826,0.38981238834392445,0,0,0,005,s1,slide2,2,pos
338,1087,99,988,0.6216493555404785,0.3783506445360209,0.21565100970038725,1,1,0,006,s1,slide2,2,pos
339,896,77,819,0.6015558048749008,0.39844419528114455,0.17890841795692536,0,0,0,007,s1,slide2,2,pos
342,675,87,588,0.739734607499873,0.26026539250119696,0.4536595132737007,0,0,0,010,s1,slide2,2,pos
343,786,92,694,0.7074110174879225,0.2925889825164043,0.3834138507340829,0,0,0,011,s1,slide2,2,pos
344,873,66,807,0.5585544254554097,0.4414455745438901,0.102188329688697,1,0,1,012,s1,slide2,2,pos
345,790,94,696,0.7130500601022749,0.28694993989982065,0.3953138827047306,0,0,0,013,s1,slide2,2,pos
346,824,107,717,0.7428533496416708,0.2571466503598102,0.4607222145073926,0,0,0,014,s1,slide2,2,pos
347,768,109,659,0.772238291775687,0.2277617082239093,0.5302706211233829,0,0,0,015,s1,slide2,2,pos
348,986,91,895,0.6260553440725558,0.37394465599677,0.2238053960137437,0,0,0,016,s1,slide2,2,pos
349,871,99,772,0.6975891112417485,0.30241088876366023,0.36300226848313033,1,1,0,017,s1,slide2,2,pos
350,832,104,728,0.7299924490138306,0.2700075509861518,0.4319424580988036,0,0,0,018,s1,slide2,2,pos
352,1059,93,966,0.6091561583453794,0.390843841767345,0.1927253657558103,1,1,0,020,s1,slide2,2,pos
353,997,93,904,0.6297270790276848,0.3702729210315414,0.23063041677393156,0,0,0,021,s1,slide2,2,pos
354,1014,100,914,0.6489193843143866,0.3510806157164254,0.2667838961578447,0,0,0,022,s1,slide2,2,pos
355,911,89,822,0.6454836866274044,0.3545163134098571,0.26024904636161955,0,0,0,023,s1,slide2,2,pos
356,828,75,753,0.619353133997498,0.3806468660978177,0.21141608106840715,0,0,0,024,s1,slide2,2,pos
357,564,76,488,0.7539798622547131,0.2460201377462074,0.486389089306087,0,0,0,025,s1,slide2,2,pos
358,714,68,646,0.6362319273445284,0.3637680727150641,0.24279087998750265,0,0,0,026,s1,slide2,2,pos
359,617,94,523,0.7944322930072402,0.20556770699248325,0.587101997986467,0,0,0,027,s1,slide2,2,pos
360,702,72,630,0.6616698600937777,0.33833013993184996,0.2913006640919218,0,0,0,028,s1,slide2,2,pos
361,788,74,714,0.6316181858324564,0.3683818142332517,0.23415644359280063,0,0,0,029,s1,slide2,2,pos
362,810,98,712,0.7188134497484732,0.2811865502543959,0.4076216509958096,0,0,0,030,s1,slide2,2,pos
363,868,99,769,0.6987674485556221,0.3012325514489172,0.3654307652760321,0,0,0,031,s1,slide2,2,pos
364,788,84,704,0.6752518106170532,0.3247481893974186,0.31791901901127995,0,0,0,032,s1,slide2,2,pos
365,715,101,614,0.7704597831800396,0.22954021681917508,0.5258911866069996,0,0,0,033,s1,slide2,2,pos
366,801,80,721,0.6528301814431869,0.3471698185898507,0.27425826191746394,0,0,0,034,s1,slide2,2,pos
367,891,97,794,0.6827909443531148,0.31720905565651414,0.3329421755559444,0,0,0,035,s1,slide2,2,pos
368,873,120,753,0.7620415675929099,0.23795843240665124,0.505477562467081,0,0,0,036,s1,slide2,2,pos
369,793,107,686,0.7556004983587196,0.244399501640426,0.49019191969522746,1,1,0,037,s1,slide2,2,pos
370,781,86,695,0.6864121738525113,0.3135878261576155,0.3402257828208817,0,0,0,038,s1,slide2,2,pos
371,902,87,815,0.6410581389672413,0.3589418610768725,0.25187330822199394,0,0,0,039,s1,slide2,2,pos
372,778,79,699,0.6584695046526851,0.3415304953736895,0.28510617849773323,0,0,0,040,s1,slide2,2,pos
373,776,87,689,0.6925851457109862,0.3074148542964831,0.35274832395439026,0,0,0,041,s1,slide2,2,pos
374,927,102,825,0.6865497905932062,0.31345020941507173,0.34050347470307785,0,0,0,042,s1,slide2,2,pos
375,896,103,793,0.7015433018578549,0.2984566981475064,0.3711731524286527,0,0,0,043,s1,slide2,2,pos
376,735,92,643,0.7301037006808577,0.2698962993220202,0.43218761998514976,0,0,0,044,s1,slide2,2,pos
377,698,78,620,0.6911744959882811,0.30882550402000836,0.34987454563285125,0,0,0,045,s1,slide2,2,pos
378,629,96,533,0.7950779770241536,0.20492202297585616,0.5888210894907265,0,0,0,046,s1,slide2,2,pos
379,863,114,749,0.7487360702224193,0.25126392977785855,0.4741986078160773,0,0,0,047,s1,slide2,2,pos
380,1026,118,908,0.7019981216048583,0.29800187839914277,0.3721169484801106,0,0,0,048,s1,slide2,2,pos
381,737,84,653,0.6981093515504532,0.30189064845596586,0.3640737953952568,1,1,0,049,s1,slide2,2,pos
382,949,88,861,0.6276160260414497,0.3723839740251731,0.22670304240484496,0,0,0,050,s1,slide2,2,pos
383,713,96,617,0.7545603976545399,0.245439602345524,0.4877493693155256,0,0,0,051,s1,slide2,2,pos
384,702,84,618,0.7146342951355109,0.2853657048673525,0.3986820754801691,0,0,0,052,s1,slide2,2,pos
385,691,89,602,0.7395760139743607,0.26042398602740224,0.4533018357316862,0,0,0,053,s1,slide2,2,pos
386,760,80,680,0.6708172506383302,0.32918274938034053,0.3091671541545309,1,1,0,054,s1,slide2,2,pos
387,885,101,784,0.699020664590548,0.30097933541476585,0.36595333573985706,0,0,0,055,s1,slide2,2,pos
388,652,114,538,0.8370910721479738,0.16290892785238223,0.7108278245810871,0,0,0,056,s1,slide2,2,pos
389,798,101,697,0.7341017969440625,0.2658982030568392,0.44104088477168246,0,0,0,057,s1,slide2,2,pos
390,946,75,871,0.5744456136125814,0.4255543863874447,0.13029384622404344,0,0,0,058,s1,slide2,2,pos
391,671,87,584,0.7417166277483062,0.25828337225210557,0.4581415670079622,0,0,0,059,s1,slide2,2,pos
392,732,76,656,0.6659844021704389,0.334015597850959,0.2996973098742368,1,1,0,060,s1,slide2,2,pos
393,725,81,644,0.6912078104997826,0.3087921895077859,0.34994233004854436,0,0,0,061,s1,slide2,2,pos
394,605,92,513,0.7937595242319226,0.20624047576767776,0.58531504751488606,0,0,0,062,s1,slide2,2,pos
395,573,83,490,0.7778601829484285,0.22213981705192185,0.5442751315646414,0,0,0,063,s1,slide2,2,pos
396,681,90,591,0.7481839268303588,0.25181607316926774,0.47292492681050535,0,0,0,064,s1,slide2,2,pos
397,805,75,730,0.628943944915331,0.3710560551570254,0.22917241733497187,0,0,0,065,s1,slide2,2,pos
398,726,75,651,0.6642362769359131,0.33576372308799435,0.29628881885123726,0,0,0,066,s1,slide2,2,pos
399,679,73,606,0.6777998440679189,0.3222001559473202,0.3229757183246833,0,0,0,067,s1,slide2,2,pos
400,692,90,602,0.7428566458908791,0.2571433541096243,0.4607297086544722,0,0,0,068,s1,slide2,2,pos
401,754,101,653,0.7530205196321833,0.24697948036738887,0.48414593822611607,20,3,17,069,s1,slide2,2,pos
402,736,110,626,0.7889143455814913,0.21108565441795657,0.5725711340774609,0,0,0,070,s1,slide2,2,pos
403,721,67,654,0.6278337675130217,0.3721662325647919,0.22710770412911635,0,0,0,071,s1,slide2,2,pos
404,752,94,658,0.7297102384206164,0.2702897615820122,0.43132084461049,0,0,0,072,s1,slide2,2,pos
405,686,94,592,0.7602721323716801,0.2397278676281902,0.5012505494301498,0,0,0,073,s1,slide2,2,pos
406,653,93,560,0.7728334065008915,0.22716659349801088,0.5317414210585871,0,0,0,074,s1,slide2,2,pos
407,802,97,705,0.7186740013604296,0.28132599864230223,0.4073220649848615,0,0,0,075,s1,slide2,2,pos
408,843,105,738,0.728816150370257,0.27118384963195835,0.4293541663891834,0,0,0,076,s1,slide2,2,pos
409,830,85,745,0.6615448711551123,0.3384551288672103,0.29105820712811414,1,0,1,077,s1,slide2,2,pos
410,864,98,766,0.6968536839031807,0.3031463161018441,0.3614893053154738,0,0,0,078,s1,slide2,2,pos
411,805,90,715,0.6917187861796918,0.3082812138295028,0.350982510410544,0,0,0,079,s1,slide2,2,pos
412,667,83,584,0.7278081819440371,0.2721918180575818,0.42714186717316355,0,0,0,080,s1,slide2,2,pos
413,793,92,701,0.7043942551407963,0.29560574486339625,0.37710293534733885,0,0,0,081,s1,slide2,2,pos
414,802,82,720,0.660912555116938,0.3390874449072808,0.2898322922793243,0,0,0,082,s1,slide2,2,pos
415,641,95,546,0.7857233177384672,0.21427668226130103,0.5642947284144286,0,0,0,083,s1,slide2,2,pos
416,704,100,604,0.7722324084288209,0.22776759157194845,0.5302560942294147,0,0,0,084,s1,slide2,2,pos
417,774,86,688,0.6894887058679543,0.31051129414059486,0.34644975537327144,0,0,0,085,s1,slide2,2,pos
418,738,99,639,0.7534379858090408,0.2465620141908985,0.4851213429002225,2,2,0,086,s1,slide2,2,pos
419,709,80,629,0.694546074662608,0.30545392534407856,0.3567553506225096,0,0,0,087,s1,slide2,2,pos
420,640,91,549,0.7722254494647878,0.2277745505353775,0.5302389118117211,0,0,0,088,s1,slide2,2,pos
421,738,93,645,0.7323999284615689,0.2676000715396693,0.4372620680119834,0,0,0,089,s1,slide2,2,pos
422,691,76,615,0.6856795372154405,0.31432046279643333,0.33874853374623726,0,0,0,090,s1,slide2,2,pos
423,729,109,620,0.7890194977428373,0.21098050225626397,0.5728454134788755,0,0,0,091,s1,slide2,2,pos
424,646,121,525,0.856938344862581,0.1430616551367075,0.777426331094435,0,0,0,092,s1,slide2,2,pos
425,693,130,563,0.8576127557589177,0.1423872442415429,0.7798201471243914,1,0,1,093,s1,slide2,2,pos
426,772,102,670,0.7484921071527219,0.25150789284771313,0.47363560638791913,1,1,0,094,s1,slide2,2,pos
427,732,94,638,0.7387519837914659,0.2612480162092448,0.4514456588053114,0,0,0,095,s1,slide2,2,pos
428,757,100,657,0.7483726495823287,0.25162735041686085,0.4733600625623111,0,0,0,096,s1,slide2,2,pos
429,732,98,634,0.7527480003102166,0.247251999689982,0.4835097977655848,0,0,0,097,s1,slide2,2,pos
430,661,117,544,0.8407561507606343,0.15924384923995952,0.7226073863904563,0,0,0,098,s1,slide2,2,pos
431,618,93,525,0.7904977005450492,0.2095022994553794,0.5767118169068833,0,0,0,099,s1,slide2,2,pos
432,635,99,536,0.8018676702202288,0.19813232977990475,0.6071473575937443,0,0,0,100,s1,slide2,2,pos
433,644,103,541,0.8099359112095215,0.19006408879066475,0.6295505874137735,0,0,0,101,s1,slide2,2,pos
434,664,90,574,0.756541091809453,0.24345890819094815,0.4924068518057552,1,1,0,102,s1,slide2,2,pos
435,954,110,844,0.7027242376279859,0.2972757623754214,0.37362543148034344,0,0,0,103,s1,slide2,2,pos
436,853,98,755,0.7012278331903126,0.29877216681632524,0.37051900904337143,0,0,0,104,s1,slide2,2,pos
437,747,90,657,0.7171600262661291,0.28283997373621755,0.40407528621331057,0,0,0,105,s1,slide2,2,pos
438,778,89,689,0.6995194420504737,0.30048055795437356,0.36698341252283306,0,0,0,106,s1,slide2,2,pos
439,690,94,596,0.7583606530557223,0.2416393469448096,0.4967081385553786,0,0,0,107,s1,slide2,2,pos
440,678,70,608,0.6638565820085081,0.33614341801627684,0.29554965378389736,0,0,0,108,s1,slide2,2,pos
441,641,119,522,0.8543971578720587,0.14560284212785582,0.7684899426484781,0,0,0,109,s1,slide2,2,pos
442,546,62,484,0.6958760983419896,0.304123901668357,0.35948136629864363,0,0,0,110,s1,slide2,2,pos
443,760,109,651,0.7756375177527369,0.2243624822483817,0.5387085716256684,0,0,0,111,s1,slide2,2,pos
444,676,107,569,0.8068631368085628,0.19313686319205237,0.6209347007025589,0,0,0,112,s1,slide2,2,pos
445,750,89,661,0.7119839445816167,0.2880160554216324,0.3930535021719452,0,0,0,113,s1,slide2,2,pos
446,674,70,604,0.6658776224644833,0.33412237755871943,0.2994888571221701,0,0,0,114,s1,slide2,2,pos
447,688,86,602,0.7294378709856404,0.27056212901553883,0.43072129961428873,0,0,0,115,s1,slide2,2,pos
448,738,106,632,0.7760238327113891,0.22397616728809736,0.5396732505512541,0,0,0,116,s1,slide2,2,pos
449,791,129,662,0.8166814655296364,0.18331853447025748,0.6488463228044956,1,1,0,117,s1,slide2,2,pos
450,599,106,493,0.8403086013757067,0.1596913986244879,0.7211572844043084,0,0,0,118,s1,slide2,2,pos
451,854,117,737,0.760881843607388,0.23911815639349837,0.5027046673359058,0,0,0,119,s1,slide2,2,pos
452,921,126,795,0.76060857180458,0.23939142819526713,0.5020526197377161,0,0,0,120,s1,slide2,2,pos
453,844,112,732,0.7502062430167787,0.24979375698442635,0.4775990939244832,0,0,0,121,s1,slide2,2,pos
454,837,105,732,0.7312227607846806,0.26877723921709756,0.4346572125229563,1,1,0,122,s1,slide2,2,pos
455,695,103,592,0.7860030659106911,0.2139969340885885,0.565016688762584,0,0,0,123,s1,slide2,2,pos
456,792,138,654,0.8367203968815167,0.16327960311803413,0.7096484199127755,0,0,0,124,s1,slide2,2,pos
457,799,104,695,0.7435658989451831,0.25643410105312403,0.4623436862296826,0,0,0,125,s1,slide2,2,pos
458,788,103,685,0.7449396122738009,0.25506038772650075,0.4654780530239394,0,0,0,126,s1,slide2,2,pos
459,684,83,601,0.7193300197191519,0.2806699802839887,0.40873222091330863,0,0,0,127,s1,slide2,2,pos
460,638,88,550,0.7621988649456999,0.2378011350544516,0.5058543744632414,0,0,0,128,s1,slide2,2,pos
461,636,88,548,0.7632264392819308,0.2367735607182461,0.5083202012195177,0,0,0,129,s1,slide2,2,pos
462,727,78,649,0.6772770132126669,0.32272298680199446,0.32193643563424557,0,0,0,130,s1,slide2,2,pos
463,941,96,845,0.6604819199420401,0.3395180800789453,0.28899802738436575,0,0,0,131,s1,slide2,2,pos
464,1033,93,940,0.6176167591310332,0.3823832409570949,0.2082202224197918,0,0,0,132,s1,slide2,2,pos
465,799,90,709,0.6942739471851282,0.3057260528196397,0.35619841931424967,0,0,0,133,s1,slide2,2,pos
466,951,98,853,0.6639711430680384,0.3360288569503825,0.2957726302354068,0,0,0,134,s1,slide2,2,pos
467,856,121,735,0.7712278409275901,0.2287721590723242,0.5277795280635911,1,1,0,135,s1,slide2,2,pos
468,653,86,567,0.7468750805787366,0.2531249194210388,0.469913067176064,0,0,0,136,s1,slide2,2,pos
469,882,79,803,0.6156270245629328,0.3843729755386851,0.2045648304564071,0,0,0,137,s1,slide2,2,pos
470,667,104,563,0.8020833732888567,0.1979166267103437,0.6077372335295054,0,0,0,138,s1,slide2,2,pos
471,853,128,725,0.7906557355129296,0.20934426448847704,0.5771263589070605,1,0,1,139,s1,slide2,2,pos
472,781,95,686,0.7205459911947155,0.27945400880855575,0.4113513622852496,0,0,0,140,s1,slide2,2,pos
473,855,119,736,0.7661141708366743,0.23388582916310907,0.515289586300681,2,1,1,141,s1,slide2,2,pos
474,733,117,616,0.8097676130076689,0.1902323869933428,0.6290759456230901,0,0,0,142,s1,slide2,2,pos
475,789,94,695,0.7134798659355868,0.28652013406656207,0.39622657634317426,0,0,0,143,s1,slide2,2,pos
476,821,69,752,0.593879406923628,0.4061205932820228,0.1650432544192164,0,0,0,144,s1,slide2,2,pos
477,759,116,643,0.7961706974336121,0.20382930256516463,0.5917395711307822,0,0,0,145,s1,slide2,2,pos
