image_number,total_cell_count,positive_cell_count,negative_cell_count,p_enriched_positive,p_enriched_negative,enriched_score_positive,training_total_cell_count,training_positive_cell_count,training_negative_cell_count,Image_Metadata_image,Image_Metadata_scene,Image_Metadata_slide,days_conf,edu_status
819,995,75,920,0.557694776879332,0.4423052231215258,0.10067450917926468,0,0,0,155,s1,slide3,3,pos
820,1101,85,1016,0.5657269068506833,0.4342730931498269,0.11484391293208213,1,1,0,156,s1,slide3,3,pos
821,1229,91,1138,0.5519629150268593,0.4480370849723939,0.09059593662170268,0,0,0,157,s1,slide3,3,pos
822,1343,78,1265,0.47473423247393864,0.5252657675282927,-0.0439285487435288,0,0,0,158,s1,slide3,3,pos
823,843,79,764,0.6310319180589388,0.36896808200597625,0.23306252815361408,0,0,0,159,s1,slide3,3,pos
824,1238,69,1169,0.4622895428025047,0.5377104571972069,-0.06563441294787925,1,0,1,160,s1,slide3,3,pos
825,1007,67,940,0.5171255599443292,0.4828744400561637,0.02976178661606354,0,0,0,161,s1,slide3,3,pos
826,1226,75,1151,0.4907187014406966,0.5092812985569938,-0.01612511924452714,0,0,0,162,s1,slide3,3,pos
827,1133,71,1062,0.4982189596386455,0.5017810403611069,-0.00309399708995444,0,0,0,163,s1,slide3,3,pos
828,1257,53,1204,0.3836519107852579,0.6163480892394577,-0.2058886883782932,0,0,0,164,s1,slide3,3,pos
829,1127,58,1069,0.4388344138347936,0.5611655861680228,-0.10679035174198308,0,0,0,165,s1,slide3,3,pos
830,1277,59,1218,0.40828005465696937,0.59171994535303,-0.1611580442246717,0,0,0,166,s1,slide3,3,pos
831,1510,24,1486,0.18846398369021436,0.811536016658579,-0.6340794319074866,0,0,0,001,s2,slide3,4,pos
832,1356,26,1330,0.21729036781683883,0.7827096323148184,-0.5565602032984444,0,0,0,002,s2,slide3,4,pos
833,1351,45,1306,0.32527222316908594,0.6747277770055663,-0.3168816113170112,0,0,0,003,s2,slide3,4,pos
834,1551,28,1523,0.20732491348475232,0.7926750866866157,-0.5824437158666573,1,0,1,004,s2,slide3,4,pos
835,1298,24,1274,0.21162421114264884,0.7883757890221172,-0.5711679263317024,0,0,0,005,s2,slide3,4,pos
836,1834,11,1823,0.08936494599177063,0.9106350554943368,-1.0081771668038872,0,0,0,006,s2,slide3,4,pos
838,1026,23,1003,0.24487624113201056,0.7551237589247767,-0.4890714847368268,0,0,0,008,s2,slide3,4,pos
839,1137,31,1106,0.28206893391800425,0.717931066781413,-0.40572748927091695,0,0,0,009,s2,slide3,4,pos
840,1259,25,1234,0.22326067074515996,0.7767393293627156,-0.5414630705220393,0,0,0,010,s2,slide3,4,pos
841,1270,19,1251,0.1806799046199539,0.8193200958768125,-0.6565437542588297,1,0,1,011,s2,slide3,4,pos
842,1290,37,1253,0.29229063376445885,0.7077093667270289,-0.3840400444105638,0,0,0,012,s2,slide3,4,pos
843,1227,48,1179,0.3643425434106984,0.6356574566402228,-0.24171326011949423,0,0,0,013,s2,slide3,4,pos
844,1270,45,1225,0.33992421553041147,0.6600757845824168,-0.2882116965558351,0,0,0,014,s2,slide3,4,pos
845,1313,40,1273,0.30522502116895656,0.6947749791616444,-0.35722403713369705,0,0,0,015,s2,slide3,4,pos
846,1131,47,1084,0.3799674868052724,0.6200325132261922,-0.21266802724018977,0,0,0,016,s2,slide3,4,pos
847,1349,29,1320,0.23657577001807867,0.7634242300465297,-0.5087956773833118,0,0,0,017,s2,slide3,4,pos
848,1521,43,1478,0.2889176399982879,0.7110823605059715,-0.39114584642047673,0,0,0,018,s2,slide3,4,pos
849,1271,26,1245,0.22820898370430073,0.771791016387735,-0.5291669821336956,0,0,0,019,s2,slide3,4,pos
850,1580,11,1569,0.10070536889190272,0.8992946321182366,-0.9508493759787924,0,0,0,020,s2,slide3,4,pos
851,1090,41,1049,0.3547068086303731,0.64529319144734,-0.2598875579195534,0,0,0,021,s2,slide3,4,pos
852,968,65,903,0.5200454731362301,0.47995452686415263,0.03484122807072043,0,0,0,022,s2,slide3,4,pos
853,1187,50,1137,0.3834591367347546,0.6165408632927002,-0.20624277595043197,0,0,0,023,s2,slide3,4,pos
854,1408,29,1379,0.2290628565108639,0.770937143570824,-0.5270642980826589,0,0,0,024,s2,slide3,4,pos
855,1661,22,1639,0.16388238968183752,0.8361176111032892,-0.7077350825705648,0,0,0,025,s2,slide3,4,pos
856,1257,27,1230,0.2366397158990933,0.7633602841644228,-0.5086419255916813,0,0,0,026,s2,slide3,4,pos
857,1094,42,1052,0.35977984898065357,0.6402201510854091,-0.25029250434462746,1,0,1,027,s2,slide3,4,pos
858,1133,44,1089,0.3626093947869035,0.637390605271662,-0.24496660595388445,0,0,0,028,s2,slide3,4,pos
859,1311,24,1287,0.2100239185771188,0.7899760815964114,-0.5753451849122965,0,0,0,029,s2,slide3,4,pos
860,1149,32,1117,0.2864097991338694,0.7135902014804806,-0.3964610049048449,0,0,0,030,s2,slide3,4,pos
861,995,41,954,0.3779359742858281,0.6220640257528146,-0.21641685387123627,0,0,0,031,s2,slide3,4,pos
862,1423,19,1404,0.1654286171814205,0.8345713836106639,-0.7028528493237196,0,0,0,032,s2,slide3,4,pos
863,1262,44,1218,0.3360839271435892,0.6639160729858118,-0.2956654393883438,0,0,0,033,s2,slide3,4,pos
864,1102,38,1064,0.3337171484536523,0.666282851696962,-0.30028011179048114,0,0,0,034,s2,slide3,4,pos
865,1294,20,1274,0.18507701320146247,0.8149229872228355,-0.6437640860831816,1,0,1,035,s2,slide3,4,pos
866,1515,16,1499,0.13828806386686135,0.8617119380304233,-0.7945774124525987,0,0,0,036,s2,slide3,4,pos
867,1009,32,977,0.31470211313186053,0.6852978871559346,-0.33797973358004363,0,0,0,037,s2,slide3,4,pos
868,931,47,884,0.4334063853480417,0.5665936146561701,-0.11637637037411204,1,0,1,038,s2,slide3,4,pos
869,1251,32,1219,0.26904719195487614,0.7309528090202463,-0.4340608751605192,0,0,0,039,s2,slide3,4,pos
870,1541,19,1522,0.15545991119302915,0.8445400898818253,-0.735001854300916,0,0,0,040,s2,slide3,4,pos
871,1072,37,1035,0.33398993660276033,0.6660100635509358,-0.299747410048551,0,0,0,041,s2,slide3,4,pos
872,1293,48,1245,0.3512040483751992,0.6487959517039303,-0.26654861785619005,0,0,0,042,s2,slide3,4,pos
873,1313,58,1255,0.3960167047425424,0.6039832952740383,-0.183311421549654,0,0,0,043,s2,slide3,4,pos
874,1091,41,1050,0.3544787472931908,0.6455212527857148,-0.2603203430013403,0,0,0,044,s2,slide3,4,pos
875,1175,25,1150,0.2351981215945149,0.764801878477487,-0.5121150969931346,0,0,0,045,s2,slide3,4,pos
876,1557,24,1533,0.18405921468995015,0.8159407857134848,-0.6467010774265255,0,0,0,046,s2,slide3,4,pos
877,1278,25,1253,0.22074224288552471,0.7792577572323471,-0.54779568319789,0,0,0,047,s2,slide3,4,pos
878,1146,41,1105,0.3424087841852134,0.6575912159278356,-0.28341110563400623,0,0,0,048,s2,slide3,4,pos
879,1363,56,1307,0.3767916606376539,0.623208339394077,-0.21853197396480273,0,0,0,049,s2,slide3,4,pos
880,1346,16,1330,0.1517429637102001,0.8482570375673147,-0.7474189087346361,0,0,0,050,s2,slide3,4,pos
881,1270,31,1239,0.25995478402956135,0.7400452159964639,-0.4543604411686092,0,0,0,051,s2,slide3,4,pos
882,1374,32,1342,0.25093670704625226,0.749063292990871,-0.47495432085424005,0,0,0,052,s2,slide3,4,pos
883,1200,36,1164,0.30206174589278606,0.6979382544848095,-0.36372127447455493,0,0,0,053,s2,slide3,4,pos
884,1262,37,1225,0.2970025468897125,0.7029974535412438,-0.3741935780728805,0,0,0,054,s2,slide3,4,pos
885,1458,38,1420,0.2723869645946184,0.7276130362374049,-0.4267141509228756,0,0,0,055,s2,slide3,4,pos
886,1143,44,1099,0.36039042037180735,0.639609579689704,-0.2491417213142657,0,0,0,056,s2,slide3,4,pos
887,1463,26,1437,0.20507019082640277,0.7949298093676709,-0.588426247403981,0,0,0,057,s2,slide3,4,pos
888,1306,33,1273,0.26654158731135796,0.7334584137149501,-0.4396105145434458,0,0,0,058,s2,slide3,4,pos
889,957,62,895,0.5086457372705061,0.4913542627292933,0.01502068111028731,0,0,0,059,s2,slide3,4,pos
890,1703,47,1656,0.2836992569486567,0.716300743617115,-0.40223720335799185,0,0,0,060,s2,slide3,4,pos
891,1137,10,1127,0.12180292559170491,0.8781970749278515,-0.857934266211878,0,0,0,061,s2,slide3,4,pos
892,1079,30,1049,0.2862263472311452,0.7137736534072456,-0.396850904766854,0,0,0,062,s2,slide3,4,pos
893,985,39,946,0.36771360636559897,0.6322863936891625,-0.23540413599869248,0,0,0,063,s2,slide3,4,pos
894,1341,29,1312,0.23763645736447964,0.7623635426979719,-0.5062490501354429,0,0,0,064,s2,slide3,4,pos
895,1910,22,1888,0.14690399457421088,0.8530960067567316,-0.7639643032309011,1,0,1,065,s2,slide3,4,pos
896,1232,39,1193,0.31385212523638206,0.6861478750249912,-0.33969264871540084,0,0,0,066,s2,slide3,4,pos
897,1231,31,1200,0.26603694553523494,0.7339630555308305,-0.44073224646168624,0,0,0,067,s2,slide3,4,pos
898,1153,36,1117,0.3109167394949301,0.6890832608031996,-0.3456275952609184,0,0,0,068,s2,slide3,4,pos
899,1040,49,991,0.41386019026913307,0.5861398097398255,-0.15114756592998993,1,1,0,069,s2,slide3,4,pos
900,1433,58,1375,0.37285706357746434,0.6271429364592028,-0.22582416014772377,0,0,0,070,s2,slide3,4,pos
901,930,56,874,0.4858054511740871,0.5141945488260016,-0.02466508453734911,1,1,0,071,s2,slide3,4,pos
902,1258,29,1229,0.24929198416649748,0.7507080158730584,-0.4787627389055156,20,1,19,072,s2,slide3,4,pos
904,1364,27,1337,0.222488966658312,0.777511033449143,-0.5433980816729225,0,0,0,074,s2,slide3,4,pos
905,1096,41,1055,0.35334321517931055,0.6466567849011601,-0.262477082115555,0,0,0,075,s2,slide3,4,pos
906,1257,31,1226,0.26194802552388013,0.7380519745002472,-0.4498718171905589,0,0,0,076,s2,slide3,4,pos
907,1219,28,1191,0.24872443862379684,0.7512755614181239,-0.48008080235692896,0,0,0,077,s2,slide3,4,pos
908,1077,57,1020,0.44700173251164527,0.5529982674922046,-0.09241456429184423,0,0,0,078,s2,slide3,4,pos
909,1257,29,1228,0.24944009633175293,0.7505599037073502,-0.4784190942970763,0,0,0,079,s2,slide3,4,pos
910,1032,49,983,0.416013660073818,0.5839863399370395,-0.14729509741515678,0,0,0,080,s2,slide3,4,pos
911,1545,23,1522,0.179304474911096,0.820695525564341,-0.6605909369952765,0,0,0,081,s2,slide3,4,pos
912,1251,40,1211,0.3160734411222089,0.6839265591203602,-0.3352214643211281,0,0,0,082,s2,slide3,4,pos
913,931,58,873,0.4963460365720303,0.5036539634273083,-0.00634769761826259,1,1,0,083,s2,slide3,4,pos
914,1316,38,1278,0.293668544369591,0.7063314560971634,-0.3811511169096661,0,0,0,084,s2,slide3,4,pos
915,1123,34,1089,0.3042020514692029,0.6957979489005417,-0.35932100544329104,0,0,0,085,s2,slide3,4,pos
916,1696,17,1679,0.1324792525920497,0.8675207496188957,-0.8161320007753317,1,0,1,086,s2,slide3,4,pos
917,1058,46,1012,0.391976465270841,0.6080235347507835,-0.1906603975571367,0,0,0,087,s2,slide3,4,pos
918,1393,24,1369,0.2005115397720769,0.7994884604669374,-0.6006728275009661,0,0,0,088,s2,slide3,4,pos
919,1229,29,1200,0.253667189620588,0.7463328104151784,-0.4686682371677376,0,0,0,089,s2,slide3,4,pos
920,1085,35,1050,0.3183589219324629,0.6816410783124212,-0.3306387292775537,0,0,0,090,s2,slide3,4,pos
921,1048,47,1001,0.4003227735222436,0.5996772264933843,-0.17550725934412462,0,0,0,091,s2,slide3,4,pos
922,1177,48,1129,0.3750330842047968,0.6249669158335838,-0.22178744600427053,0,0,0,092,s2,slide3,4,pos
923,947,65,882,0.5270748692055057,0.4729251307942178,0.04707991703221503,0,0,0,093,s2,slide3,4,pos
924,1096,44,1052,0.37108496304076305,0.628915037002786,-0.22911862216323703,2,0,2,094,s2,slide3,4,pos
925,1545,32,1513,0.22976556198946535,0.7702344380856655,-0.5253379967354249,0,0,0,095,s2,slide3,4,pos
926,1287,44,1243,0.33142312825948084,0.6685768718915519,-0.304768536605009,0,0,0,096,s2,slide3,4,pos
927,1185,50,1135,0.3839045514645796,0.6160954485631955,-0.2054247393914913,0,0,0,097,s2,slide3,4,pos
928,1388,33,1355,0.25475119180480704,0.7452488082254355,-0.46618506573276747,0,0,0,098,s2,slide3,4,pos
929,1371,32,1339,0.25134667229254065,0.7486533277406066,-0.4740076195773939,0,0,0,099,s2,slide3,4,pos
931,1268,34,1234,0.278405879284978,0.7215941214561723,-0.4136145837504567,0,0,0,101,s2,slide3,4,pos
932,1150,46,1104,0.3700873843469192,0.629912615698521,-0.23097602534062664,0,0,0,102,s2,slide3,4,pos
933,1412,41,1371,0.2947103627351294,0.7052896377023434,-0.3789720958837056,0,0,0,103,s2,slide3,4,pos
934,1217,45,1172,0.35031974246931913,0.6496802576121402,-0.26823505671363446,0,0,0,104,s2,slide3,4,pos
935,1095,44,1051,0.3713200253160944,0.6286799747271957,-0.22868125561623528,0,0,0,105,s2,slide3,4,pos
936,1365,40,1325,0.2967336148725738,0.7032663855485055,-0.3747531121284765,0,0,0,106,s2,slide3,4,pos
937,1046,48,998,0.4065820861237297,0.5934179138892479,-0.16421241264879757,1,0,1,107,s2,slide3,4,pos
938,1059,45,1014,0.38589496529443146,0.6141050347320498,-0.20177354549305312,0,0,0,108,s2,slide3,4,pos
939,891,45,846,0.43355914165868586,0.5664408583468269,-0.11610622439089754,0,0,0,109,s2,slide3,4,pos
940,1325,23,1302,0.2018073249315945,0.7981926753004449,-0.597170812365205,0,0,0,110,s2,slide3,4,pos
941,1276,45,1231,0.33878952580536453,0.6612104743101959,-0.2904097495959143,0,0,0,111,s2,slide3,4,pos
942,1206,49,1157,0.37404222214226,0.6259577778946898,-0.2236244117142366,0,0,0,112,s2,slide3,4,pos
943,917,36,881,0.3656796729654296,0.6343203270952589,-0.23920780886794196,0,0,0,113,s2,slide3,4,pos
944,1321,39,1282,0.29839787291873093,0.7016021274883131,-0.37129517401840456,0,0,0,114,s2,slide3,4,pos
945,1274,30,1244,0.2531831684283341,0.746816831605716,-0.4697792669225208,0,0,0,115,s2,slide3,4,pos
946,1422,49,1373,0.33312034642263394,0.6668796537100269,-0.30144630787779914,0,0,0,116,s2,slide3,4,pos
947,1627,32,1595,0.22093763363130145,0.7790623664728361,-0.5473025275355126,0,0,0,117,s2,slide3,4,pos
948,1088,36,1052,0.3241451629645815,0.6758548372409027,-0.3191138810936489,0,0,0,118,s2,slide3,4,pos
949,1207,27,1180,0.2439568372864724,0.7560431627652103,-0.4912335957743553,0,0,0,119,s2,slide3,4,pos
950,1287,51,1236,0.3675523056907091,0.6324476943566764,-0.23570546215815935,0,0,0,120,s2,slide3,4,pos
951,1458,25,1433,0.19964687001339024,0.8003531302270025,-0.6030191418176848,0,0,0,121,s2,slide3,4,pos
952,896,46,850,0.4382591498646526,0.5617408501406047,-0.10780501523088835,0,0,0,122,s2,slide3,4,pos
953,1487,51,1436,0.33194911011599976,0.6680508900212947,-0.3037380381031796,0,0,0,123,s2,slide3,4,pos
954,1452,33,1419,0.2463124327616976,0.7536875672784871,-0.4857050175924229,0,0,0,124,s2,slide3,4,pos
955,1419,34,1385,0.25615551135228304,0.7438444886775185,-0.46297844510830455,1,1,0,125,s2,slide3,4,pos
956,1216,32,1184,0.2747396964262547,0.7252603044112901,-0.4215724933831057,0,0,0,126,s2,slide3,4,pos
957,1052,54,998,0.43811968281436847,0.5618803171886185,-0.10805105433098106,0,0,0,127,s2,slide3,4,pos
958,1279,48,1231,0.35390421444697484,0.646095785624613,-0.26141117373265876,0,0,0,128,s2,slide3,4,pos
959,1628,46,1582,0.2886797582188093,0.711320242277328,-0.39164883454731103,1,1,0,129,s2,slide3,4,pos
960,1283,50,1233,0.36332251731709553,0.6366774827339517,-0.24362717589996372,1,0,1,130,s2,slide3,4,pos
961,1301,21,1280,0.19117872810698103,0.8088212722340863,-0.6264129966582784,0,0,0,131,s2,slide3,4,pos
962,1264,24,1240,0.2159393710922958,0.7840606290511899,-0.5600178144027222,0,0,0,132,s2,slide3,4,pos
963,1373,36,1337,0.273716994096733,0.7262830067239244,-0.4238041203243651,0,0,0,133,s2,slide3,4,pos
964,1299,58,1241,0.39892430898140246,0.6010756910312305,-0.1780386629592987,0,0,0,134,s2,slide3,4,pos
965,1513,25,1488,0.1940519731494459,0.8059480271379079,-0.6183889733014731,0,0,0,135,s2,slide3,4,pos
966,1238,32,1206,0.27113113004237055,0.72886887087687,-0.4294700177167188,0,0,0,136,s2,slide3,4,pos
967,1564,35,1529,0.2433297793123062,0.7566702207319774,-0.4927113800877589,0,0,0,137,s2,slide3,4,pos
968,1666,29,1637,0.20152646432645568,0.7984735358803077,-0.5979284411134198,0,0,0,138,s2,slide3,4,pos
969,1227,42,1185,0.331791139524702,0.6682088606249516,-0.30404744608356626,0,0,0,139,s2,slide3,4,pos
970,1303,39,1264,0.30138801239001406,0.698611987982014,-0.36511005910282907,0,0,0,140,s2,slide3,4,pos
971,1133,46,1087,0.37393044097945705,0.6260695590609322,-0.22383176617905304,0,0,0,141,s2,slide3,4,pos
972,1657,31,1626,0.2127663275035979,0.7872336726372636,-0.5682007645638467,0,0,0,142,s2,slide3,4,pos
973,1222,47,1175,0.3600760645577207,0.6399239355024793,-0.24973410129293047,0,0,0,143,s2,slide3,4,pos
974,1258,38,1220,0.30345347003840095,0.6965465303166615,-0.3608580249268618,0,0,0,144,s2,slide3,4,pos
975,1137,53,1084,0.4108214829320184,0.5891785170772498,-0.15659375707341197,0,0,0,145,s2,slide3,4,pos
976,1261,41,1220,0.3198503447324633,0.6801496554804815,-0.3276576591403441,1,0,1,146,s2,slide3,4,pos
977,1357,55,1302,0.37327237496491106,0.6267276250708396,-0.2250529880736043,0,0,0,147,s2,slide3,4,pos
978,1725,21,1704,0.15357663822604664,0.8464233628721082,-0.7412624849316751,0,0,0,148,s2,slide3,4,pos
979,1405,43,1362,0.306106196118042,0.693893804192826,-0.3554208889225715,0,0,0,149,s2,slide3,4,pos
980,1393,47,1346,0.32821068972348394,0.6717893104348045,-0.3110803671416661,0,0,0,150,s2,slide3,4,pos
981,1208,26,1182,0.23711682253966715,0.7628831775271948,-0.5074956716395995,0,0,0,151,s2,slide3,4,pos
982,1372,32,1340,0.25120985389462785,0.7487901461425905,-0.4743234496332738,0,0,0,152,s2,slide3,4,pos
983,1091,30,1061,0.2839201114606647,0.716079889217743,-0.40176531968682266,0,0,0,153,s2,slide3,4,pos
984,1263,30,1233,0.2548244716331192,0.7451755283992542,-0.4660174517922847,0,0,0,154,s2,slide3,4,pos
985,1263,39,1224,0.30827376166550463,0.6917262386419611,-0.350997687638531,0,0,0,155,s2,slide3,4,pos
986,1562,33,1529,0.23315336010419208,0.7668466399587677,-0.5170668402624434,0,0,0,156,s2,slide3,4,pos
987,1215,33,1182,0.28111854993499014,0.7188814507635767,-0.40776777329053976,0,0,0,157,s2,slide3,4,pos
988,1564,38,1526,0.25856932969109325,0.741430670336316,-0.4574935376810799,0,0,0,158,s2,slide3,4,pos
989,1067,44,1023,0.37803584070552526,0.6219641593311352,-0.2162323829311593,0,0,0,159,s2,slide3,4,pos
990,1486,26,1460,0.20263742148499056,0.7973625787252928,-0.5949361991594369,0,0,0,160,s2,slide3,4,pos
991,1489,30,1459,0.22518366245326907,0.7748163376400925,-0.5366618912005682,1,0,1,161,s2,slide3,4,pos
992,1313,39,1274,0.29971877102672734,0.7002812293646584,-0.3685585421083142,0,0,0,162,s2,slide3,4,pos
993,1266,41,1225,0.31894265087891854,0.6810573493420733,-0.3294710841298226,0,0,0,163,s2,slide3,4,pos
994,1631,33,1598,0.22565605309730263,0.7743439469881858,-0.5354869200734006,0,0,0,164,s2,slide3,4,pos
995,1619,28,1591,0.20062586994237208,0.7993741302755661,-0.6003631562734485,0,0,0,165,s2,slide3,4,pos
996,1383,37,1346,0.27774881369444515,0.722251187030673,-0.41503605116829767,0,0,0,166,s2,slide3,4,pos
